"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","1","tests","test_scanner_service","TestStockEvaluation","","","Verdict is TRADE when probability >= 65%","
    Verifies the critical 65% threshold for TRADE verdict.
    This threshold determines whether a signal is actionable.
    "
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","4","tests","test_indicators","TestRSI","","","RSI returns values between 0 and 100","
    Verifies that RSI calculation always produces values within the valid range of 0-100.
    
    This is critical because:
    - RSI values outside this range indicate calculation errors
    - Trading decisions depend on accurate RSI values
    - Invalid RSI could lead to incorrect signals
    
    Test validates:
    - All RSI values are >= 0
    - All RSI values are <= 100
    - No NaN values in output (after initial period)
    "
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_indicators","TestATR","","","ATR handles missing columns gracefully","ATR should handle missing required columns."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_scanner_service","TestSignalEvaluation","","","SELL signal LOSS when high >= stop","SELL signal should LOSS when price hits stop."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","3","tests","test_indicators","TestRSI","","","RSI handles series with NaN values","RSI should handle NaN values in the series."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_scanner_service","TestScannerEdgeCases","","","Handle empty patterns list","Scanner should handle empty patterns list (no SimpleMem data yet)."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","10","tests","test_feature_engine","TestComputeFeatures","","","Compute features handles insufficient data","compute_features should handle insufficient data gracefully."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_scanner_service","TestSignalEvaluation","","","Signal with no outcome remains pending","Signal should remain pending if neither target nor stop is hit."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_scanner_service","TestSignalEvaluation","","","SELL signal WIN when low <= target","SELL signal should WIN when price hits target."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","1","tests","test_scanner_service","TestStockEvaluation","","","Confidence is High when probability >= 70%","
    Verifies the 70% threshold for High confidence classification.
    High confidence signals are prioritized for trading.
    "
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","3","tests","test_indicators","TestRSI","","","RSI handles empty series gracefully","RSI should handle empty series without crashing."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","4","tests","test_indicators","TestRSI","","","RSI handles flat prices correctly","
    Verifies RSI behavior when prices don't move (flat market).
    
    Expected behavior:
    - RSI should return 50 (neutral) for flat prices
    - This indicates no momentum in either direction
    
    Why this matters:
    - Flat prices mean no gains or losses
    - RSI should reflect neutral market condition
    - Prevents false signals in sideways markets
    "
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_indicators","TestEMA","","","EMA converges to price for flat series","EMA should converge to price level for flat prices."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","4","tests","test_indicators","TestRSI","","","RSI handles volatile prices","
    Verifies RSI handles extreme price volatility without errors.
    Tests with rapidly changing prices to ensure calculation stability.
    "
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","17","tests","test_feature_engine","TestComputeFeatures","","","Compute features returns all required fields","
    Verifies that compute_features returns all required fields for ML model input.
    Missing fields would cause model prediction to fail.
    "
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_scanner_service","TestScannerEdgeCases","","","Pattern boost calculation with insufficient samples","Pattern boost should not apply with < 10 samples."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","4","tests","test_indicators","TestATR","","","ATR with custom period","ATR should work with different period values."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_scanner_service","TestSignalEvaluation","","","Signal evaluation handles both target and stop hit","When both target and stop are hit, first check wins (target priority)."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","12","tests","test_feature_engine","TestFeatureEngineEdgeCases","","","Features handle extreme volatility","Features should handle extreme price swings."
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","11","tests","test_feature_engine","TestComputeFeatures","","","RSI zone mapping is correct","
    Verifies RSI zone mapping:
    - Zone 0: RSI < 30 (oversold)
    - Zone 1: 30 ≤ RSI < 50 (weak)
    - Zone 2: 50 ≤ RSI < 70 (strong)
    - Zone 3: RSI ≥ 70 (overbought)
    "
"passed","Tue Mar 10 11:06:16 UTC 2026","Tue Mar 10 11:06:16 UTC 2026","0","tests","test_scanner_service","TestScannerEdgeCases","","","Handle missing CSV file gracefully","Scanner should handle missing CSV files gracefully."
